Data file,C:\Users\grego\OneDrive - University of North Carolina at Chapel Hill\Academic\Data from Kimberley\O157_Lip_Allion_5bit_Pos_001_DI3.d.DeMP.d
Frame range,11,82
Frame time range,0.281,1.780,minutes
Drift units,Drift Time (ms)
Mass units,Mass-To-Charge (m/z)
Fragmentation Filter: High Only
Mass,Drift,Abundance
476.32598,46.37,6
488.29462,46.37,32
488.30230,46.37,0
488.30998,46.37,17
488.31766,46.37,0
488.32534,46.37,5
488.33302,46.37,8
510.26424,46.37,74
510.27209,46.37,202
510.27994,46.37,95
510.28779,46.37,95
510.29564,46.37,67
510.30350,46.37,1
510.31135,46.37,14
510.31920,46.37,34
103.12166,46.41,153
103.14637,46.41,26
103.14990,46.41,0
103.15343,46.41,34
103.17814,46.41,14
175.10652,46.41,54
175.11111,46.41,149
175.12031,46.41,2
175.15251,46.41,24
175.15711,46.41,33
210.04399,46.41,374
210.04902,46.41,131
235.04668,46.41,197
244.11668,46.41,413
244.12211,46.41,686
244.12754,46.41,337
244.14926,46.41,208
339.28685,46.41,15
339.29325,46.41,47
339.29966,46.41,63
339.30606,46.41,100
339.31886,46.41,4
339.32527,46.41,4
430.42671,46.41,14
430.43392,46.41,48
454.29246,46.41,214
454.29987,46.41,208
454.30727,46.41,96
454.31468,46.41,73
454.32209,46.41,58
466.28290,46.41,10
476.26529,46.41,377
476.27288,46.41,358
476.28046,46.41,276
476.28805,46.41,246
476.29563,46.41,176
476.30322,46.41,43
476.31080,46.41,29
488.25622,46.41,56
510.26424,46.41,74
510.27209,46.41,186
510.27994,46.41,132
510.28779,46.41,78
510.29564,46.41,96
510.30350,46.41,0
510.31135,46.41,8
510.31920,46.41,49
510.34275,46.41,15
1124.63785,46.41,78
1124.64951,46.41,66
103.12166,46.45,287
103.12519,46.45,108
103.14637,46.45,47
103.14990,46.45,0
103.15343,46.45,34
103.17814,46.45,14
175.10652,46.45,54
175.11111,46.45,189
175.15711,46.45,16
210.04399,46.45,374
210.04902,46.45,131
235.04668,46.45,37
244.11668,46.45,413
244.12211,46.45,686
244.12754,46.45,337
244.13297,46.45,378
244.13840,46.45,272
244.14383,46.45,193
244.14926,46.45,385
244.20357,46.45,9
339.28685,46.45,15
339.29325,46.45,47
339.29966,46.45,22
339.30606,46.45,100
339.31886,46.45,4
339.32527,46.45,4
430.41228,46.45,11
430.41950,46.45,6
430.42671,46.45,14
430.43392,46.45,48
454.29246,46.45,214
454.29987,46.45,208
454.30727,46.45,96
454.31468,46.45,73
454.32209,46.45,58
466.28290,46.45,10
476.26529,46.45,291
476.27288,46.45,291
476.28046,46.45,241
476.28805,46.45,202
476.29563,46.45,139
476.30322,46.45,26
476.31080,46.45,18
488.25622,46.45,56
488.27158,46.45,47
488.29462,46.45,49
510.26424,46.45,74
510.27209,46.45,136
510.27994,46.45,157
510.28779,46.45,85
510.29564,46.45,123
510.30350,46.45,0
510.31135,46.45,8
510.31920,46.45,33
510.34275,46.45,15
1124.63785,46.45,78
1124.64951,46.45,66
103.12166,46.49,287
103.12519,46.49,108
103.14637,46.49,61
103.14990,46.49,13
103.15343,46.49,45
103.17814,46.49,14
175.10652,46.49,54
175.11111,46.49,113
175.11571,46.49,148
210.04399,46.49,270
210.04902,46.49,131
244.11668,46.49,413
244.12211,46.49,686
244.12754,46.49,337
244.13297,46.49,713
244.13840,46.49,476
244.14383,46.49,307
244.14926,46.49,489
244.20357,46.49,9
339.29325,46.49,36
339.29966,46.49,41
339.30606,46.49,59
339.31246,46.49,1
339.31886,46.49,4
339.32527,46.49,4
430.39786,46.49,31
430.40507,46.49,61
430.41228,46.49,51
430.41950,46.49,27
430.42671,46.49,38
430.43392,46.49,64
454.29246,46.49,214
454.29987,46.49,208
454.30727,46.49,96
454.31468,46.49,73
454.32209,46.49,58
466.28290,46.49,10
476.26529,46.49,153
476.27288,46.49,158
476.28046,46.49,135
476.28805,46.49,110
476.29563,46.49,74
488.25622,46.49,56
488.27158,46.49,47
488.29462,46.49,49
504.26786,46.49,69
504.27567,46.49,48
504.28347,46.49,24
510.27209,46.49,49
510.27994,46.49,107
510.28779,46.49,29
510.29564,46.49,74
510.30350,46.49,0
510.31135,46.49,8
510.31920,46.49,15
510.34275,46.49,15
1124.63785,46.49,78
1124.64951,46.49,66
103.12166,46.52,223
103.12519,46.52,108
103.14637,46.52,35
103.14990,46.52,21
103.15343,46.52,11
175.11111,46.52,40
175.11571,46.52,148
175.18931,46.52,1
244.13297,46.52,713
244.13840,46.52,476
244.14383,46.52,307
244.14926,46.52,280
244.20357,46.52,9
339.29325,46.52,17
339.29966,46.52,19
339.30606,46.52,10
339.31246,46.52,1
402.35885,46.52,78
430.39786,46.52,36
430.40507,46.52,61
430.41228,46.52,51
430.41950,46.52,27
430.42671,46.52,25
430.43392,46.52,16
466.28290,46.52,170
466.29041,46.52,418
466.29791,46.52,139
466.34295,46.52,55
466.35045,46.52,16
466.35796,46.52,36
466.36547,46.52,10
488.27158,46.52,201
488.29462,46.52,49
504.25225,46.52,129
504.26786,46.52,69
504.27567,46.52,48
504.28347,46.52,24
510.27994,46.52,25
510.28779,46.52,7
510.29564,46.52,28
569.30429,46.52,26
1124.63785,46.52,64
1124.64951,46.52,93
103.12166,46.56,88
103.14637,46.56,14
103.14990,46.56,21
103.15343,46.56,11
175.11571,46.56,148
175.18931,46.56,1
219.07518,46.56,95
219.08033,46.56,0
219.08547,46.56,37
219.09062,46.56,27
244.13297,46.56,337
244.13840,46.56,204
244.14383,46.56,114
244.14926,46.56,102
244.15469,46.56,0
244.16012,46.56,25
339.29325,46.56,17
339.29966,46.56,19
339.30606,46.56,10
339.31246,46.56,1
402.35885,46.56,131
402.36582,46.56,48
402.37279,46.56,30
430.39786,46.56,36
430.40507,46.56,61
430.41228,46.56,39
430.41950,46.56,21
430.42671,46.56,25
430.43392,46.56,16
466.28290,46.56,170
466.29041,46.56,418
466.29791,46.56,139
466.30542,46.56,106
466.31293,46.56,86
466.32043,46.56,53
466.32794,46.56,91
466.33544,46.56,28
466.34295,46.56,115
466.35045,46.56,57
466.35796,46.56,74
466.36547,46.56,21
488.27158,46.56,153
504.25225,46.56,129
504.26786,46.56,69
504.27567,46.56,48
504.28347,46.56,24
510.29564,46.56,1
569.30429,46.56,26
1124.63785,46.56,64
1124.64951,46.56,93
103.12166,46.60,88
103.14990,46.60,8
175.18931,46.60,4
219.07518,46.60,149
219.08033,46.60,0
219.08547,46.60,55
219.09062,46.60,42
244.16012,46.60,25
402.35885,46.60,131
402.36582,46.60,50
402.37279,46.60,30
430.39786,46.60,5
466.28290,46.60,170
466.29041,46.60,418
466.29791,46.60,139
466.30542,46.60,241
466.31293,46.60,305
466.32043,46.60,121
466.32794,46.60,192
466.33544,46.60,61
466.34295,46.60,172
466.35045,46.60,96
466.35796,46.60,107
466.36547,46.60,34
488.27158,46.60,153
504.25225,46.60,129
569.30429,46.60,26
1124.63785,46.60,64
1124.64951,46.60,93
175.18931,46.64,3
175.19851,46.64,7
210.10444,46.64,4
219.07518,46.64,149
219.08033,46.64,0
219.08547,46.64,55
219.09062,46.64,42
226.02297,46.64,35
226.02819,46.64,38
226.03342,46.64,24
226.03864,46.64,24
226.04387,46.64,14
226.04909,46.64,6
241.99796,46.64,110
242.00337,46.64,92
242.00878,46.64,63
242.01418,46.64,49
242.01959,46.64,40
242.02500,46.64,22
242.03041,46.64,21
242.03581,46.64,16
242.04122,46.64,11
244.16012,46.64,44
325.26678,46.64,112
325.27305,46.64,150
325.29812,46.64,40
325.31693,46.64,17
402.35885,46.64,53
402.36582,46.64,50
402.37279,46.64,30
466.28290,46.64,272
466.29041,46.64,163
466.29791,46.64,347
466.30542,46.64,711
466.31293,46.64,673
466.32043,46.64,350
466.32794,46.64,367
466.33544,46.64,163
466.34295,46.64,203
466.35045,46.64,122
466.35796,46.64,119
466.36547,46.64,52
488.31766,46.64,38
488.32534,46.64,27
488.33302,46.64,22
488.34070,46.64,22
488.34838,46.64,13
488.39447,46.64,4
502.32628,46.64,33
175.12031,46.68,13
175.12491,46.68,8
175.16631,46.68,11
175.18931,46.68,3
175.19851,46.68,7
210.10444,46.68,4
219.07518,46.68,53
219.08033,46.68,0
219.08547,46.68,18
219.09062,46.68,15
226.02297,46.68,35
226.02819,46.68,38
226.03342,46.68,24
226.03864,46.68,24
226.04387,46.68,14
226.04909,46.68,6
241.99796,46.68,110
242.00337,46.68,92
242.00878,46.68,63
242.01418,46.68,49
242.01959,46.68,40
242.02500,46.68,22
242.03041,46.68,21
242.03581,46.68,16
242.04122,46.68,11
244.16012,46.68,19
325.26678,46.68,112
325.27305,46.68,270
325.29812,46.68,40
325.31693,46.68,17
402.36582,46.68,2
466.28290,46.68,597
466.29041,46.68,688
466.29791,46.68,948
466.30542,46.68,1190
466.31293,46.68,1029
466.32043,46.68,586
466.32794,46.68,493
466.33544,46.68,266
466.34295,46.68,246
466.35045,46.68,156
466.35796,46.68,137
466.36547,46.68,41
466.37297,46.68,0
466.38048,46.68,25
488.30230,46.68,56
488.30998,46.68,44
488.31766,46.68,74
488.32534,46.68,98
488.33302,46.68,83
488.34070,46.68,71
488.34838,46.68,25
488.35606,46.68,4
488.36374,46.68,2
488.37143,46.68,0
488.37911,46.68,3
488.38679,46.68,0
488.39447,46.68,4
502.32628,46.68,33
175.12031,46.72,56
175.12491,46.72,36
175.12951,46.72,55
175.14331,46.72,5
175.16631,46.72,24
175.19851,46.72,7
210.10444,46.72,4
226.02297,46.72,35
226.02819,46.72,38
226.03342,46.72,24
226.03864,46.72,24
226.04387,46.72,14
226.04909,46.72,6
241.99796,46.72,110
242.00337,46.72,92
242.00878,46.72,63
242.01418,46.72,49
242.01959,46.72,40
242.02500,46.72,22
242.03041,46.72,21
242.03581,46.72,16
242.04122,46.72,11
244.16012,46.72,19
325.26678,46.72,112
325.27305,46.72,270
325.29185,46.72,37
325.29812,46.72,40
325.31693,46.72,17
466.28290,46.72,1035
466.29041,46.72,1508
466.29791,46.72,1569
466.30542,46.72,1792
466.31293,46.72,1342
466.32043,46.72,887
466.32794,46.72,663
466.33544,46.72,409
466.34295,46.72,321
466.35045,46.72,211
466.35796,46.72,173
466.36547,46.72,28
466.37297,46.72,0
466.38048,46.72,53
488.28694,46.72,79
488.29462,46.72,56
488.30230,46.72,99
488.30998,46.72,75
488.31766,46.72,99
488.32534,46.72,161
488.33302,46.72,100
488.34070,46.72,84
488.34838,46.72,34
488.35606,46.72,4
488.36374,46.72,3
488.37143,46.72,0
488.37911,46.72,7
488.38679,46.72,1
488.39447,46.72,4
502.32628,46.72,33
504.29128,46.72,46
103.12166,46.76,53
109.09295,46.76,90
156.04853,46.76,126
156.05287,46.76,0
156.05721,46.76,71
156.07024,46.76,49
156.09629,46.76,9
175.12031,46.76,56
175.12491,46.76,36
175.12951,46.76,55
175.14331,46.76,5
175.14791,46.76,22
175.16631,46.76,24
175.19851,46.76,9
325.27305,46.76,120
325.29185,46.76,37
339.29325,46.76,167
339.29966,46.76,145
339.30606,46.76,159
339.31246,46.76,121
339.31886,46.76,77
339.32527,46.76,36
339.33167,46.76,31
339.33807,46.76,15
411.19137,46.76,18
466.27540,46.76,343
466.28290,46.76,1572
466.29041,46.76,2381
466.29791,46.76,2237
466.30542,46.76,2195
466.31293,46.76,1594
466.32043,46.76,1097
466.32794,46.76,807
466.33544,46.76,520
466.34295,46.76,387
466.35045,46.76,281
466.35796,46.76,208
466.36547,46.76,63
466.37297,46.76,38
466.38048,46.76,96
466.38798,46.76,0
466.39549,46.76,23
466.40300,46.76,14
476.26529,46.76,250
476.27288,46.76,162
488.28694,46.76,79
488.29462,46.76,102
488.30230,46.76,133
488.30998,46.76,75
488.31766,46.76,61
488.32534,46.76,148
488.33302,46.76,89
488.34070,46.76,70
488.34838,46.76,21
488.35606,46.76,4
488.36374,46.76,3
488.37143,46.76,0
488.37911,46.76,7
488.38679,46.76,1
502.30291,46.76,74
502.31070,46.76,78
502.31849,46.76,73
504.29128,46.76,109
504.29908,46.76,0
504.30689,46.76,25
504.31469,46.76,22
526.21521,46.76,124
542.20932,46.76,59
953.56392,46.76,86
953.59612,46.76,36
953.60686,46.76,35
953.61759,46.76,40
953.62832,46.76,10
103.12166,46.80,53
109.09295,46.80,90
156.04853,46.80,126
156.05287,46.80,0
156.05721,46.80,71
156.07024,46.80,49
156.09629,46.80,9
175.12031,46.80,43
175.12491,46.80,28
175.12951,46.80,55
175.14331,46.80,5
175.14791,46.80,22
175.16631,46.80,13
175.18471,46.80,14
175.18931,46.80,17
175.19851,46.80,9
325.29185,46.80,37
325.34828,46.80,20
339.29325,46.80,167
339.29966,46.80,145
339.30606,46.80,159
339.31246,46.80,121
339.31886,46.80,77
339.32527,46.80,36
339.33167,46.80,31
339.33807,46.80,15
411.19137,46.80,18
466.27540,46.80,619
466.28290,46.80,1904
466.29041,46.80,3051
466.29791,46.80,2822
466.30542,46.80,2599
466.31293,46.80,1860
466.32043,46.80,1309
466.32794,46.80,949
466.33544,46.80,634
466.34295,46.80,457
466.35045,46.80,336
466.35796,46.80,220
466.36547,46.80,138
466.37297,46.80,79
466.38048,46.80,107
466.38798,46.80,0
466.39549,46.80,49
466.40300,46.80,14
476.26529,46.80,250
476.27288,46.80,329
476.28046,46.80,191
476.28805,46.80,132
476.29563,46.80,59
476.30322,46.80,32
488.28694,46.80,79
488.29462,46.80,102
488.30230,46.80,77
488.30998,46.80,31
488.31766,46.80,25
488.32534,46.80,77
488.33302,46.80,28
488.34070,46.80,20
488.34838,46.80,9
488.36374,46.80,2
488.37143,46.80,0
488.37911,46.80,4
488.38679,46.80,1
502.30291,46.80,74
502.31070,46.80,78
502.31849,46.80,73
504.29128,46.80,109
504.29908,46.80,0
504.30689,46.80,25
504.31469,46.80,22
526.21521,46.80,124
542.20932,46.80,59
953.56392,46.80,86
953.59612,46.80,36
953.60686,46.80,35
953.61759,46.80,40
953.62832,46.80,10
103.12166,46.84,53
109.09295,46.84,90
156.04853,46.84,126
156.05287,46.84,0
156.05721,46.84,71
156.07024,46.84,49
156.07892,46.84,9
156.09629,46.84,9
175.12031,46.84,199
175.12951,46.84,103
175.13411,46.84,75
175.13871,46.84,55
175.14331,46.84,0
175.14791,46.84,49
175.15251,46.84,20
175.18471,46.84,14
175.18931,46.84,36
175.19851,46.84,13
325.34828,46.84,20
339.29325,46.84,167
339.29966,46.84,145
339.30606,46.84,159
339.31246,46.84,121
339.31886,46.84,77
339.32527,46.84,36
339.33167,46.84,31
339.33807,46.84,15
411.19137,46.84,18
466.27540,46.84,917
466.28290,46.84,2139
466.29041,46.84,3550
466.29791,46.84,3566
466.30542,46.84,2974
466.31293,46.84,2130
466.32043,46.84,1505
466.32794,46.84,1079
466.33544,46.84,735
466.34295,46.84,521
466.35045,46.84,391
466.35796,46.84,226
466.36547,46.84,227
466.37297,46.84,124
466.38048,46.84,121
466.38798,46.84,0
466.39549,46.84,77
466.40300,46.84,14
476.26529,46.84,250
476.27288,46.84,772
476.28046,46.84,506
476.28805,46.84,370
476.29563,46.84,229
476.30322,46.84,69
488.29462,46.84,47
488.30230,46.84,34
488.32534,46.84,14
488.33302,46.84,12
488.34070,46.84,7
502.30291,46.84,74
502.31070,46.84,78
502.31849,46.84,73
504.24445,46.84,166
504.29128,46.84,64
504.29908,46.84,0
504.30689,46.84,25
504.31469,46.84,22
510.25639,46.84,81
526.21521,46.84,124
542.20932,46.84,59
953.56392,46.84,86
953.59612,46.84,36
953.60686,46.84,35
953.61759,46.84,40
953.62832,46.84,10
156.07892,46.88,15
175.11111,46.88,194
175.11571,46.88,271
175.12031,46.88,199
175.12951,46.88,103
175.13411,46.88,75
175.13871,46.88,55
175.14331,46.88,0
175.14791,46.88,105
175.15251,46.88,20
175.15711,46.88,27
175.16171,46.88,29
175.16631,46.88,19
175.17091,46.88,19
175.17551,46.88,17
175.18471,46.88,14
175.18931,46.88,55
175.19851,46.88,7
210.03895,46.88,49
229.15328,46.88,208
229.16907,46.88,102
229.18485,46.88,38
229.19012,46.88,26
229.19538,46.88,42
229.20064,46.88,21
229.20590,46.88,15
229.21116,46.88,10
229.22695,46.88,8
242.06826,46.88,26
325.34828,46.88,20
339.29325,46.88,55
339.29966,46.88,80
339.30606,46.88,74
339.31246,46.88,77
339.31886,46.88,56
402.34491,46.88,69
402.35188,46.88,0
402.35885,46.88,125
402.36582,46.88,92
402.37279,46.88,62
402.37976,46.88,41
430.38344,46.88,121
430.39065,46.88,99
430.39786,46.88,62
430.40507,46.88,43
430.41228,46.88,50
430.41950,46.88,33
430.42671,46.88,30
430.43392,46.88,21
430.44113,46.88,13
466.27540,46.88,883
466.28290,46.88,2319
466.29041,46.88,4054
466.29791,46.88,4153
466.30542,46.88,3399
466.31293,46.88,2467
466.32043,46.88,1732
466.32794,46.88,1230
466.33544,46.88,850
466.34295,46.88,595
466.35045,46.88,455
466.35796,46.88,260
466.36547,46.88,259
466.37297,46.88,154
466.38048,46.88,137
466.38798,46.88,30
466.39549,46.88,94
466.40300,46.88,22
466.41050,46.88,22
466.41801,46.88,36
476.26529,46.88,549
476.27288,46.88,997
476.28046,46.88,597
476.28805,46.88,446
476.29563,46.88,356
476.30322,46.88,105
502.30291,46.88,72
502.31070,46.88,0
502.31849,46.88,39
502.32628,46.88,0
502.33407,46.88,23
502.34186,46.88,18
504.24445,46.88,637
504.25225,46.88,169
504.27567,46.88,103
504.28347,46.88,84
504.29128,46.88,64
504.29908,46.88,43
504.30689,46.88,38
504.31469,46.88,26
504.32250,46.88,18
510.24854,46.88,88
510.25639,46.88,81
953.56392,46.88,54
953.57466,46.88,163
953.58539,46.88,53
997.59359,46.88,1
997.60457,46.88,0
997.61555,46.88,1
1013.50870,46.88,42
156.07892,46.92,15
175.11111,46.92,346
175.11571,46.92,414
175.12031,46.92,350
175.12491,46.92,93
175.12951,46.92,170
175.13411,46.92,128
175.13871,46.92,55
175.14331,46.92,0
175.14791,46.92,153
175.15251,46.92,41
175.15711,46.92,27
175.16171,46.92,53
175.16631,46.92,19
175.17091,46.92,19
175.17551,46.92,50
175.18931,46.92,38
175.19851,46.92,7
210.03895,46.92,49
229.14802,46.92,291
229.15328,46.92,572
229.16907,46.92,102
229.18485,46.92,75
229.19012,46.92,26
229.19538,46.92,65
229.20064,46.92,56
229.20590,46.92,15
229.21116,46.92,31
229.22695,46.92,23
242.06826,46.92,26
339.29325,46.92,55
339.29966,46.92,80
339.30606,46.92,74
339.31246,46.92,77
339.31886,46.92,56
402.34491,46.92,69
402.35188,46.92,0
402.35885,46.92,125
402.36582,46.92,92
402.37279,46.92,62
402.37976,46.92,41
430.38344,46.92,121
430.39065,46.92,99
430.39786,46.92,62
430.40507,46.92,43
430.41228,46.92,50
430.41950,46.92,33
430.42671,46.92,30
430.43392,46.92,21
430.44113,46.92,13
466.27540,46.92,905
466.28290,46.92,2679
466.29041,46.92,4483
466.29791,46.92,4580
466.30542,46.92,3729
466.31293,46.92,2757
466.32043,46.92,1922
466.32794,46.92,1317
466.33544,46.92,908
466.34295,46.92,633
466.35045,46.92,483
466.35796,46.92,310
466.36547,46.92,274
466.37297,46.92,176
466.38048,46.92,142
466.38798,46.92,30
466.39549,46.92,68
466.40300,46.92,22
466.41050,46.92,32
466.41801,46.92,42
476.26529,46.92,784
476.27288,46.92,965
476.28046,46.92,534
476.28805,46.92,384
476.29563,46.92,356
476.30322,46.92,73
489.29358,46.92,139
502.30291,46.92,72
502.31070,46.92,0
502.31849,46.92,39
502.32628,46.92,0
502.33407,46.92,23
502.34186,46.92,18
504.24445,46.92,637
504.25225,46.92,169
504.27567,46.92,103
504.28347,46.92,84
504.29128,46.92,64
504.29908,46.92,43
504.30689,46.92,38
504.31469,46.92,26
504.32250,46.92,18
510.24854,46.92,88
510.25639,46.92,81
510.27994,46.92,52
953.56392,46.92,54
953.57466,46.92,163
953.58539,46.92,53
997.59359,46.92,1
997.60457,46.92,0
997.61555,46.92,1
1013.50870,46.92,42
156.07892,46.96,6
175.11111,46.96,346
175.11571,46.96,609
175.12031,46.96,332
175.12491,46.96,234
175.12951,46.96,161
175.13411,46.96,130
175.14331,46.96,50
175.14791,46.96,166
175.15251,46.96,52
175.15711,46.96,50
175.16171,46.96,53
175.16631,46.96,19
175.17091,46.96,19
175.17551,46.96,50
175.18931,46.96,18
175.19851,46.96,3
210.03895,46.96,49
229.14802,46.96,291
229.15328,46.96,572
229.16907,46.96,102
229.18485,46.96,75
229.19012,46.96,26
229.19538,46.96,65
229.20064,46.96,56
229.20590,46.96,15
229.21116,46.96,49
229.22695,46.96,23
242.06826,46.96,26
339.29325,46.96,55
339.29966,46.96,80
339.30606,46.96,74
339.31246,46.96,77
339.31886,46.96,56
402.34491,46.96,69
402.35188,46.96,0
402.35885,46.96,125
402.36582,46.96,92
402.37279,46.96,62
402.37976,46.96,41
430.38344,46.96,121
430.39065,46.96,99
430.39786,46.96,62
430.40507,46.96,43
430.41228,46.96,50
430.41950,46.96,33
430.42671,46.96,30
430.43392,46.96,21
430.44113,46.96,13
466.27540,46.96,882
466.28290,46.96,3048
466.29041,46.96,4877
466.29791,46.96,4782
466.30542,46.96,3934
466.31293,46.96,2987
466.32043,46.96,2073
466.32794,46.96,1378
466.33544,46.96,930
466.34295,46.96,645
466.35045,46.96,481
466.35796,46.96,348
466.36547,46.96,244
466.37297,46.96,184
466.38048,46.96,134
466.38798,46.96,30
466.39549,46.96,40
466.40300,46.96,22
466.41050,46.96,37
466.41801,46.96,44
476.26529,46.96,784
476.27288,46.96,522
476.28046,46.96,217
476.28805,46.96,145
476.29563,46.96,187
476.30322,46.96,36
489.29358,46.96,282
502.30291,46.96,72
502.31070,46.96,0
502.31849,46.96,39
502.32628,46.96,0
502.33407,46.96,23
502.34186,46.96,18
504.24445,46.96,471
504.25225,46.96,169
504.27567,46.96,103
504.28347,46.96,84
504.29128,46.96,64
504.29908,46.96,43
504.30689,46.96,38
504.31469,46.96,26
504.32250,46.96,18
510.24854,46.96,88
510.27994,46.96,52
510.28779,46.96,0
510.29564,46.96,31
953.56392,46.96,54
953.57466,46.96,163
953.58539,46.96,53
997.59359,46.96,1
997.60457,46.96,0
997.61555,46.96,1
1013.50870,46.96,42
140.06802,47.00,77
140.07213,47.00,79
140.10916,47.00,13
175.10652,47.00,158
175.11111,47.00,152
175.11571,47.00,338
175.12031,47.00,482
175.12491,47.00,404
175.12951,47.00,297
175.13411,47.00,224
175.13871,47.00,66
175.14331,47.00,95
175.14791,47.00,116
175.15251,47.00,52
175.15711,47.00,23
175.16171,47.00,32
175.16631,47.00,10
175.17551,47.00,33
175.19391,47.00,6
229.14802,47.00,291
229.15328,47.00,364
229.18485,47.00,37
229.19012,47.00,0
229.19538,47.00,23
229.20064,47.00,35
229.20590,47.00,0
229.21116,47.00,49
229.22695,47.00,15
251.03460,47.00,380
251.04011,47.00,374
251.04562,47.00,292
251.05112,47.00,225
251.05663,47.00,131
329.27206,47.00,29
339.29966,47.00,8
430.39065,47.00,37
430.39786,47.00,52
430.40507,47.00,60
430.41228,47.00,52
430.41950,47.00,41
430.42671,47.00,21
430.43392,47.00,9
430.44113,47.00,3
466.27540,47.00,938
466.28290,47.00,3075
466.29041,47.00,5058
466.29791,47.00,4681
466.30542,47.00,3913
466.31293,47.00,3052
466.32043,47.00,2114
466.32794,47.00,1357
466.33544,47.00,890
466.34295,47.00,614
466.35045,47.00,438
466.35796,47.00,344
466.36547,47.00,202
466.37297,47.00,169
466.38048,47.00,114
466.38798,47.00,0
466.39549,47.00,18
466.40300,47.00,0
466.41050,47.00,14
466.41801,47.00,8
476.26529,47.00,235
476.27288,47.00,134
476.28046,47.00,126
476.28805,47.00,70
476.29563,47.00,59
489.29358,47.00,367
504.24445,47.00,115
504.27567,47.00,82
504.28347,47.00,87
504.29128,47.00,89
504.29908,47.00,66
510.27994,47.00,52
510.28779,47.00,0
510.29564,47.00,31
140.06802,47.04,77
140.07213,47.04,79
140.10916,47.04,13
175.10652,47.04,158
175.11571,47.04,196
175.12031,47.04,331
175.12491,47.04,311
175.12951,47.04,230
175.13411,47.04,171
175.13871,47.04,66
175.14331,47.04,95
175.14791,47.04,68
175.15251,47.04,31
175.15711,47.04,23
175.16171,47.04,8
175.16631,47.04,10
175.19391,47.04,6
229.14802,47.04,148
229.21116,47.04,30
251.03460,47.04,380
251.04011,47.04,374
251.04562,47.04,292
251.05112,47.04,225
251.05663,47.04,131
329.27206,47.04,29
339.29966,47.04,8
430.39065,47.04,37
430.39786,47.04,52
430.40507,47.04,60
430.41228,47.04,52
430.41950,47.04,41
430.42671,47.04,21
430.43392,47.04,9
430.44113,47.04,3
466.27540,47.04,641
466.28290,47.04,2060
466.29041,47.04,4850
466.29791,47.04,4267
466.30542,47.04,3609
466.31293,47.04,2872
466.32043,47.04,1988
466.32794,47.04,1309
466.33544,47.04,842
466.34295,47.04,576
466.35045,47.04,367
466.35796,47.04,226
466.36547,47.04,157
466.37297,47.04,103
466.38048,47.04,74
466.38798,47.04,0
466.39549,47.04,35
466.40300,47.04,0
466.41050,47.04,5
466.41801,47.04,2
489.29358,47.04,228
504.24445,47.04,115
504.27567,47.04,82
504.28347,47.04,87
504.29128,47.04,89
504.29908,47.04,66
510.29564,47.04,31
140.06802,47.08,77
140.07213,47.08,79
140.10916,47.08,13
175.10652,47.08,158
175.12031,47.08,150
175.12491,47.08,170
175.12951,47.08,136
175.13411,47.08,94
175.13871,47.08,66
175.14331,47.08,45
175.14791,47.08,28
175.16171,47.08,8
175.16631,47.08,10
175.19391,47.08,6
229.14802,47.08,437
229.15328,47.08,484
229.15855,47.08,0
229.16381,47.08,252
229.16907,47.08,213
229.17433,47.08,140
229.17959,47.08,0
229.18485,47.08,77
229.19012,47.08,0
229.19538,47.08,48
229.21116,47.08,32
251.03460,47.08,380
251.04011,47.08,374
251.04562,47.08,292
251.05112,47.08,225
251.05663,47.08,131
329.27206,47.08,29
339.29966,47.08,8
430.39065,47.08,37
430.39786,47.08,52
430.40507,47.08,60
430.41228,47.08,52
430.41950,47.08,41
430.42671,47.08,21
430.43392,47.08,9
430.44113,47.08,3
466.27540,47.08,365
466.28290,47.08,1017
466.29041,47.08,4345
466.29791,47.08,3711
466.30542,47.08,3124
466.31293,47.08,2503
466.32043,47.08,1736
466.32794,47.08,1156
466.33544,47.08,745
466.34295,47.08,500
466.35045,47.08,284
466.35796,47.08,111
466.36547,47.08,127
466.37297,47.08,51
466.38048,47.08,40
466.38798,47.08,0
466.39549,47.08,35
489.29358,47.08,85
504.24445,47.08,115
504.27567,47.08,82
504.28347,47.08,87
504.29128,47.08,89
504.29908,47.08,66
112.89373,47.12,29
112.89742,47.12,14
112.90112,47.12,14
112.90481,47.12,14
112.90850,47.12,2
112.91220,47.12,10
175.11111,47.12,64
208.02388,47.12,66
208.06398,47.12,8
219.08547,47.12,56
219.10091,47.12,29
219.10605,47.12,18
219.11120,47.12,12
219.11634,47.12,6
219.12148,47.12,6
219.12663,47.12,5
229.14802,47.12,552
229.15328,47.12,781
229.15855,47.12,0
229.16381,47.12,252
229.16907,47.12,213
229.17433,47.12,140
229.17959,47.12,0
229.18485,47.12,77
229.19012,47.12,0
229.19538,47.12,48
229.21116,47.12,22
353.30216,47.12,11
353.30869,47.12,42
353.31522,47.12,28
353.32175,47.12,14
353.32829,47.12,14
353.33482,47.12,10
353.34135,47.12,5
353.34789,47.12,3
353.35442,47.12,6
353.36096,47.12,5
430.39786,47.12,87
430.44113,47.12,7
438.33709,47.12,42
438.35165,47.12,183
438.35892,47.12,174
438.36620,47.12,129
438.37348,47.12,97
438.38075,47.12,82
438.38803,47.12,0
438.39531,47.12,52
454.27764,47.12,100
454.28505,47.12,84
454.29246,47.12,163
454.29987,47.12,158
