Data file,C:\Users\grego\OneDrive - University of North Carolina at Chapel Hill\Academic\Data from Kimberley\O157_Lip_Allion_5bit_Pos_001_DI3.d.DeMP.d
Frame range,11,82
Frame time range,0.281,1.780,minutes
Drift units,Drift Time (ms)
Mass units,Mass-To-Charge (m/z)
Fragmentation Filter: High Only
Mass,Drift,Abundance
454.30727,47.12,107
454.31468,47.12,90
454.32209,47.12,63
454.32950,47.12,51
454.33691,47.12,19
466.28290,47.12,495
466.29041,47.12,3744
466.29791,47.12,3170
466.30542,47.12,2615
466.31293,47.12,2092
466.32043,47.12,1458
466.32794,47.12,981
466.33544,47.12,646
466.34295,47.12,421
466.35045,47.12,223
466.35796,47.12,44
466.36547,47.12,75
466.37297,47.12,12
466.38048,47.12,0
466.38798,47.12,14
466.39549,47.12,34
466.40300,47.12,16
466.41050,47.12,11
467.28916,47.12,43
502.27954,47.12,27
502.28733,47.12,116
502.29512,47.12,0
502.30291,47.12,77
502.32628,47.12,36
588.31896,47.12,74
588.32739,47.12,70
588.33582,47.12,49
588.34425,47.12,0
588.35268,47.12,29
588.36111,47.12,9
674.38842,47.12,13
674.39745,47.12,28
953.57466,47.12,63
953.58539,47.12,37
112.89373,47.16,29
112.89742,47.16,14
112.90112,47.16,14
112.90481,47.16,14
112.90850,47.16,2
112.91220,47.16,10
175.11111,47.16,64
208.01385,47.16,96
208.01887,47.16,72
208.02388,47.16,120
208.02889,47.16,31
208.03390,47.16,24
208.06398,47.16,8
219.08547,47.16,56
219.10091,47.16,29
219.10605,47.16,18
219.11120,47.16,12
219.11634,47.16,6
219.12148,47.16,6
219.12663,47.16,5
229.14802,47.16,404
229.15328,47.16,781
229.15855,47.16,0
229.16381,47.16,252
229.16907,47.16,213
229.17433,47.16,140
229.17959,47.16,0
229.18485,47.16,77
229.19012,47.16,0
229.19538,47.16,48
229.21116,47.16,22
235.11063,47.16,28
235.11596,47.16,27
353.30216,47.16,13
353.30869,47.16,69
353.31522,47.16,41
353.32175,47.16,20
353.32829,47.16,20
353.33482,47.16,18
353.34135,47.16,6
353.34789,47.16,3
353.35442,47.16,6
353.36096,47.16,5
430.39786,47.16,87
430.44113,47.16,7
438.33709,47.16,42
438.34437,47.16,73
438.35165,47.16,353
438.35892,47.16,321
438.36620,47.16,129
438.37348,47.16,97
438.38075,47.16,82
438.38803,47.16,0
438.39531,47.16,52
454.27764,47.16,100
454.28505,47.16,84
454.29246,47.16,163
454.29987,47.16,158
454.30727,47.16,107
454.31468,47.16,90
454.32209,47.16,63
454.32950,47.16,51
454.33691,47.16,19
466.28290,47.16,1037
466.29041,47.16,3241
466.29791,47.16,2796
466.30542,47.16,2233
466.31293,47.16,1766
466.32043,47.16,1242
466.32794,47.16,814
466.33544,47.16,549
466.34295,47.16,354
466.35045,47.16,203
466.35796,47.16,87
466.36547,47.16,45
466.37297,47.16,33
466.38048,47.16,0
466.38798,47.16,14
466.39549,47.16,17
466.40300,47.16,32
466.41050,47.16,11
467.28916,47.16,105
467.29667,47.16,72
467.30418,47.16,83
502.27954,47.16,27
502.28733,47.16,116
502.29512,47.16,0
502.30291,47.16,77
502.32628,47.16,36
504.34592,47.16,3
588.31896,47.16,74
588.32739,47.16,70
588.33582,47.16,49
588.34425,47.16,0
588.35268,47.16,29
588.36111,47.16,9
674.38842,47.16,13
674.39745,47.16,28
953.57466,47.16,63
953.58539,47.16,37
112.89373,47.20,29
112.89742,47.20,14
112.90112,47.20,14
112.90481,47.20,14
112.90850,47.20,2
112.91220,47.20,10
175.11111,47.20,64
208.01385,47.20,158
208.01887,47.20,104
208.02388,47.20,141
208.02889,47.20,34
208.03390,47.20,27
208.06398,47.20,8
219.08547,47.20,56
219.10091,47.20,29
219.10605,47.20,18
219.11120,47.20,12
219.11634,47.20,6
219.12148,47.20,6
219.12663,47.20,5
229.14802,47.20,115
229.15328,47.20,298
235.11063,47.20,28
235.11596,47.20,45
353.30216,47.20,27
353.30869,47.20,95
353.31522,47.20,50
353.32175,47.20,26
353.32829,47.20,23
353.33482,47.20,25
353.34135,47.20,7
353.34789,47.20,3
353.35442,47.20,6
353.36096,47.20,5
430.39786,47.20,87
430.44113,47.20,7
438.33709,47.20,42
438.34437,47.20,73
438.35165,47.20,457
438.35892,47.20,321
438.36620,47.20,129
438.37348,47.20,97
438.38075,47.20,82
438.38803,47.20,0
438.39531,47.20,52
454.27764,47.20,186
454.28505,47.20,195
454.29246,47.20,286
454.29987,47.20,158
454.30727,47.20,107
454.31468,47.20,90
454.32209,47.20,63
454.32950,47.20,73
454.33691,47.20,19
466.28290,47.20,1686
466.29041,47.20,3053
466.29791,47.20,2798
466.30542,47.20,2180
466.31293,47.20,1699
466.32043,47.20,1207
466.32794,47.20,806
466.33544,47.20,554
466.34295,47.20,366
466.35045,47.20,236
466.35796,47.20,137
466.36547,47.20,28
466.37297,47.20,56
466.38048,47.20,0
466.38798,47.20,14
466.39549,47.20,17
466.40300,47.20,44
466.41050,47.20,11
467.28916,47.20,200
467.29667,47.20,203
467.30418,47.20,83
502.27954,47.20,27
502.28733,47.20,116
502.29512,47.20,0
502.30291,47.20,77
502.32628,47.20,36
504.31469,47.20,8
504.34592,47.20,3
588.31896,47.20,74
588.32739,47.20,70
588.33582,47.20,49
588.34425,47.20,0
588.35268,47.20,29
588.36111,47.20,9
652.42028,47.20,21
652.42916,47.20,34
652.43804,47.20,0
652.44691,47.20,13
674.38842,47.20,13
674.39745,47.20,28
953.57466,47.20,63
953.58539,47.20,85
140.06390,47.24,74
140.06802,47.24,33
140.07213,47.24,11
140.07624,47.24,12
175.14331,47.24,23
176.08754,47.24,3
176.09215,47.24,0
176.09676,47.24,21
208.01385,47.24,158
208.01887,47.24,104
208.02388,47.24,75
208.02889,47.24,34
208.03390,47.24,27
235.05201,47.24,122
235.08399,47.24,49
235.11063,47.24,28
235.11596,47.24,64
235.12129,47.24,0
235.12662,47.24,11
235.13195,47.24,7
235.13728,47.24,4
353.29562,47.24,46
353.30216,47.24,19
353.30869,47.24,62
353.31522,47.24,24
353.32175,47.24,16
353.32829,47.24,9
353.33482,47.24,22
353.34135,47.24,3
353.34789,47.24,0
353.35442,47.24,2
438.34437,47.24,73
438.35165,47.24,274
438.35892,47.24,147
454.27764,47.24,158
454.28505,47.24,323
454.29246,47.24,243
454.32950,47.24,21
466.27540,47.24,146
466.28290,47.24,1954
466.29041,47.24,3257
466.29791,47.24,3603
466.30542,47.24,2770
466.31293,47.24,2128
466.32043,47.24,1533
466.32794,47.24,1071
466.33544,47.24,738
466.34295,47.24,484
466.35045,47.24,326
466.35796,47.24,176
466.36547,47.24,70
466.37297,47.24,87
466.40300,47.24,38
467.28916,47.24,156
467.29667,47.24,374
467.30418,47.24,250
467.31170,47.24,121
467.31921,47.24,87
480.29394,47.24,173
480.30156,47.24,195
480.30918,47.24,183
480.31680,47.24,153
480.32441,47.24,103
480.33203,47.24,75
480.33965,47.24,49
480.34727,47.24,26
480.35488,47.24,13
504.31469,47.24,8
504.34592,47.24,3
652.39365,47.24,235
652.42028,47.24,116
652.42916,47.24,34
652.43804,47.24,0
652.44691,47.24,13
953.58539,47.24,101
103.11813,47.28,50
103.12166,47.28,158
103.12519,47.28,124
103.12872,47.28,114
103.13225,47.28,91
140.06390,47.28,74
140.06802,47.28,33
140.07213,47.28,11
140.07624,47.28,12
175.14331,47.28,23
176.08754,47.28,3
176.09215,47.28,0
176.09676,47.28,21
208.01385,47.28,62
208.01887,47.28,32
208.02388,47.28,21
208.02889,47.28,3
208.03390,47.28,3
235.05201,47.28,333
235.05734,47.28,198
235.06267,47.28,0
235.06800,47.28,143
235.07333,47.28,98
235.07866,47.28,74
235.08399,47.28,101
235.08931,47.28,81
235.09464,47.28,0
235.09997,47.28,30
235.10530,47.28,24
235.11063,47.28,0
235.11596,47.28,36
235.12129,47.28,0
235.12662,47.28,11
235.13195,47.28,7
235.13728,47.28,4
353.29562,47.28,46
353.30216,47.28,17
353.30869,47.28,35
353.31522,47.28,10
353.32175,47.28,13
353.32829,47.28,3
353.33482,47.28,15
353.34135,47.28,1
353.34789,47.28,0
353.35442,47.28,3
353.36096,47.28,1
438.35165,47.28,104
454.27764,47.28,158
454.28505,47.28,323
454.29246,47.28,243
454.32950,47.28,21
466.27540,47.28,674
466.28290,47.28,2616
466.29041,47.28,4261
466.29791,47.28,4718
466.30542,47.28,3611
466.31293,47.28,2768
466.32043,47.28,2010
466.32794,47.28,1427
466.33544,47.28,947
466.34295,47.28,634
466.35045,47.28,280
466.35796,47.28,133
466.36547,47.28,128
466.37297,47.28,111
466.40300,47.28,22
467.28916,47.28,94
467.29667,47.28,302
467.30418,47.28,167
467.31170,47.28,121
467.31921,47.28,87
480.29394,47.28,173
480.30156,47.28,195
480.30918,47.28,183
480.31680,47.28,153
480.32441,47.28,103
480.33203,47.28,75
480.33965,47.28,49
480.34727,47.28,26
480.35488,47.28,13
504.31469,47.28,7
652.39365,47.28,235
652.42028,47.28,116
652.42916,47.28,34
652.43804,47.28,0
652.44691,47.28,13
953.58539,47.28,101
103.11813,47.32,175
103.12166,47.32,326
103.12519,47.32,256
103.12872,47.32,231
103.13225,47.32,187
140.06390,47.32,74
140.06802,47.32,33
140.07213,47.32,11
140.07624,47.32,12
175.12491,47.32,87
175.12951,47.32,71
175.13411,47.32,0
175.13871,47.32,33
175.14331,47.32,23
176.08754,47.32,3
176.09215,47.32,0
176.09676,47.32,21
235.05201,47.32,333
235.05734,47.32,386
235.06267,47.32,157
235.06800,47.32,276
235.07333,47.32,203
235.07866,47.32,148
235.08399,47.32,156
235.08931,47.32,120
235.09464,47.32,50
235.09997,47.32,69
235.10530,47.32,54
235.11063,47.32,41
235.11596,47.32,19
235.12129,47.32,0
235.12662,47.32,11
235.13195,47.32,7
235.13728,47.32,4
353.29562,47.32,46
353.30216,47.32,3
353.30869,47.32,9
353.31522,47.32,2
353.32175,47.32,7
353.32829,47.32,0
353.33482,47.32,7
353.34789,47.32,5
353.35442,47.32,3
353.36096,47.32,6
454.27764,47.32,71
454.28505,47.32,212
454.29246,47.32,119
466.27540,47.32,1506
466.28290,47.32,3450
466.29041,47.32,5458
466.29791,47.32,5812
466.30542,47.32,4422
466.31293,47.32,3391
466.32043,47.32,2480
466.32794,47.32,1699
466.33544,47.32,1124
466.34295,47.32,760
466.35045,47.32,185
466.35796,47.32,83
466.36547,47.32,227
466.37297,47.32,87
466.40300,47.32,11
467.29667,47.32,170
467.30418,47.32,167
467.31170,47.32,121
467.31921,47.32,87
480.29394,47.32,173
480.30156,47.32,195
480.30918,47.32,183
480.31680,47.32,153
480.32441,47.32,103
480.33203,47.32,75
480.33965,47.32,49
480.34727,47.32,26
480.35488,47.32,13
652.39365,47.32,235
652.42028,47.32,95
953.58539,47.32,53
103.11813,47.36,175
103.12166,47.36,326
103.12519,47.36,256
103.12872,47.36,231
103.13225,47.36,187
103.16402,47.36,2
118.08533,47.36,131
118.10800,47.36,6
175.12491,47.36,200
175.12951,47.36,161
175.13871,47.36,33
219.08547,47.36,25
219.09062,47.36,12
229.15328,47.36,284
235.05201,47.36,211
235.05734,47.36,386
235.06267,47.36,157
235.06800,47.36,276
235.07333,47.36,303
235.07866,47.36,262
235.08399,47.36,143
235.08931,47.36,120
235.09464,47.36,67
235.09997,47.36,85
235.10530,47.36,54
235.11063,47.36,53
353.32175,47.36,2
353.34789,47.36,5
353.35442,47.36,1
353.36096,47.36,6
430.38344,47.36,96
430.39065,47.36,182
430.39786,47.36,231
430.40507,47.36,200
430.41228,47.36,138
430.41950,47.36,107
430.42671,47.36,77
430.43392,47.36,43
430.44113,47.36,39
466.26789,47.36,399
466.27540,47.36,2371
466.28290,47.36,4508
466.29041,47.36,6470
466.29791,47.36,6230
466.30542,47.36,4718
466.31293,47.36,3620
466.32043,47.36,2658
466.32794,47.36,1810
466.33544,47.36,1190
466.34295,47.36,831
466.35045,47.36,273
466.35796,47.36,168
466.36547,47.36,345
466.37297,47.36,152
466.38048,47.36,93
466.38798,47.36,21
467.28916,47.36,21
467.29667,47.36,280
467.30418,47.36,390
467.31170,47.36,337
467.31921,47.36,233
488.25622,47.36,155
488.37143,47.36,2
489.26283,47.36,23
489.27052,47.36,96
489.27821,47.36,85
489.28590,47.36,45
489.30896,47.36,7
489.31665,47.36,7
489.32434,47.36,4
594.31980,47.36,46
594.32827,47.36,74
594.33675,47.36,108
594.36217,47.36,20
696.40843,47.36,16
931.61404,47.36,63
931.62465,47.36,37
103.11813,47.40,125
103.12166,47.40,168
103.12519,47.40,132
103.12872,47.40,118
103.13225,47.40,96
103.16402,47.40,2
118.08533,47.40,131
118.10800,47.40,6
175.11571,47.40,24
175.12031,47.40,96
175.12491,47.40,319
175.12951,47.40,260
175.13411,47.40,82
175.13871,47.40,74
175.14331,47.40,44
175.14791,47.40,15
175.18011,47.40,10
175.18471,47.40,9
175.18931,47.40,0
175.19391,47.40,2
175.20771,47.40,5
219.08547,47.40,25
219.09062,47.40,12
229.14802,47.40,318
229.15328,47.40,410
229.15855,47.40,119
229.16381,47.40,81
229.16907,47.40,57
235.05734,47.40,188
235.06267,47.40,157
235.06800,47.40,133
235.07333,47.40,205
235.07866,47.40,189
235.08399,47.40,91
235.08931,47.40,39
235.09464,47.40,67
235.09997,47.40,56
235.10530,47.40,30
235.11063,47.40,53
353.34789,47.40,5
353.35442,47.40,0
353.36096,47.40,5
430.38344,47.40,96
430.39065,47.40,182
430.39786,47.40,231
430.40507,47.40,200
430.41228,47.40,138
430.41950,47.40,107
430.42671,47.40,77
430.43392,47.40,43
430.44113,47.40,39
466.26789,47.40,681
466.27540,47.40,2880
466.28290,47.40,3836
466.29041,47.40,6570
466.29791,47.40,6213
466.30542,47.40,4708
466.31293,47.40,3590
466.32043,47.40,2636
466.32794,47.40,1630
466.33544,47.40,1100
466.34295,47.40,770
466.35045,47.40,410
466.35796,47.40,292
466.36547,47.40,377
466.37297,47.40,185
466.38048,47.40,163
466.38798,47.40,45
467.28916,47.40,21
467.29667,47.40,280
467.30418,47.40,390
467.31170,47.40,337
467.31921,47.40,233
488.25622,47.40,331
488.37143,47.40,7
489.26283,47.40,23
489.27052,47.40,96
489.27821,47.40,85
489.28590,47.40,45
489.29358,47.40,0
489.30127,47.40,2
489.30896,47.40,7
489.31665,47.40,12
489.32434,47.40,8
594.31980,47.40,46
594.32827,47.40,74
594.33675,47.40,108
594.36217,47.40,20
696.40843,47.40,45
931.61404,47.40,63
931.62465,47.40,37
103.16402,47.44,2
118.08533,47.44,131
118.10800,47.44,6
175.11571,47.44,242
175.12031,47.44,384
175.12491,47.44,477
175.12951,47.44,348
175.13411,47.44,385
175.13871,47.44,102
175.14331,47.44,92
175.14791,47.44,15
175.15711,47.44,44
175.17091,47.44,21
175.17551,47.44,8
175.18011,47.44,22
175.18471,47.44,9
175.18931,47.44,0
175.19391,47.44,16
175.20771,47.44,7
219.08547,47.44,25
219.09062,47.44,12
229.14802,47.44,574
229.15328,47.44,410
229.15855,47.44,119
229.16381,47.44,81
229.16907,47.44,57
235.07333,47.44,100
235.07866,47.44,114
235.08399,47.44,36
235.08931,47.44,0
235.09464,47.44,17
235.09997,47.44,16
235.11063,47.44,12
430.38344,47.44,96
430.39065,47.44,182
430.39786,47.44,231
430.40507,47.44,200
430.41228,47.44,138
430.41950,47.44,107
430.42671,47.44,77
430.43392,47.44,43
430.44113,47.44,39
466.26789,47.44,956
466.27540,47.44,3019
466.28290,47.44,3742
466.29041,47.44,6124
466.29791,47.44,5861
466.30542,47.44,4476
466.31293,47.44,3115
466.32043,47.44,2272
466.32794,47.44,1440
466.33544,47.44,983
466.34295,47.44,692
466.35045,47.44,551
466.35796,47.44,403
466.36547,47.44,353
466.37297,47.44,250
466.38048,47.44,232
466.38798,47.44,45
467.28916,47.44,21
467.29667,47.44,280
467.30418,47.44,390
467.31170,47.44,337
467.31921,47.44,233
488.25622,47.44,530
488.26390,47.44,332
488.37143,47.44,19
489.26283,47.44,23
489.27052,47.44,96
489.27821,47.44,85
489.28590,47.44,45
489.29358,47.44,0
489.30127,47.44,2
489.30896,47.44,7
489.31665,47.44,14
489.32434,47.44,14
594.31980,47.44,46
594.32827,47.44,74
594.33675,47.44,108
594.36217,47.44,20
696.40843,47.44,96
931.61404,47.44,63
931.62465,47.44,37
103.12166,47.48,147
103.13931,47.48,32
175.10652,47.48,78
175.11571,47.48,242
175.12031,47.48,384
175.12491,47.48,365
175.12951,47.48,258
175.13411,47.48,589
175.13871,47.48,102
175.14331,47.48,92
175.14791,47.48,15
175.15711,47.48,97
175.16631,47.48,18
175.17091,47.48,45
175.17551,47.48,8
175.18011,47.48,22
175.18471,47.48,9
175.18931,47.48,0
175.19391,47.48,29
175.20771,47.48,7
229.14802,47.48,651
229.15328,47.48,126
229.15855,47.48,119
229.16381,47.48,81
229.16907,47.48,57
235.12129,47.48,34
466.26789,47.48,930
466.27540,47.48,2922
466.28290,47.48,3201
466.29041,47.48,5423
466.29791,47.48,5328
466.30542,47.48,4112
466.31293,47.48,2794
466.32043,47.48,2012
466.32794,47.48,1348
466.33544,47.48,936
466.34295,47.48,666
466.35045,47.48,493
466.35796,47.48,392
466.36547,47.48,299
466.37297,47.48,212
466.38048,47.48,205
466.38798,47.48,131
466.39549,47.48,53
466.40300,47.48,40
467.28916,47.48,311
467.29667,47.48,326
467.30418,47.48,258
467.31170,47.48,245
467.31921,47.48,190
467.32673,47.48,125
476.34873,47.48,10
480.30918,47.48,263
480.31680,47.48,249
480.32441,47.48,173
488.25622,47.48,574
488.26390,47.48,687
488.37143,47.48,16
489.27052,47.48,34
489.30127,47.48,2
489.30896,47.48,0
489.31665,47.48,11
489.32434,47.48,19
526.26305,47.48,9
652.41140,47.48,150
696.40843,47.48,139
931.58222,47.48,123
931.61404,47.48,171
931.62465,47.48,125
931.63526,47.48,103
931.64587,47.48,70
931.65648,47.48,35
103.12166,47.52,147
103.13931,47.52,32
175.10652,47.52,78
175.11571,47.52,218
175.12031,47.52,288
175.12491,47.52,246
175.12951,47.52,159
175.13411,47.52,507
175.13871,47.52,61
175.14331,47.52,48
175.15711,47.52,97
175.16631,47.52,18
175.17091,47.52,64
175.17551,47.52,8
175.18011,47.52,12
175.19391,47.52,27
175.20771,47.52,2
229.14802,47.52,333
235.10530,47.52,8
235.12129,47.52,61
466.26789,47.52,648
466.27540,47.52,2440
466.28290,47.52,3899
466.29041,47.52,5036
466.29791,47.52,5016
466.30542,47.52,3884
466.31293,47.52,2592
466.32043,47.52,1845
466.32794,47.52,1392
466.33544,47.52,972
466.34295,47.52,705
466.35045,47.52,449
466.35796,47.52,352
466.36547,47.52,287
466.37297,47.52,134
466.38048,47.52,196
466.38798,47.52,174
466.39549,47.52,53
466.40300,47.52,78
467.28916,47.52,311
467.29667,47.52,326
467.30418,47.52,258
467.31170,47.52,245
467.31921,47.52,190
467.32673,47.52,125
476.26529,47.52,108
476.30322,47.52,84
476.32598,47.52,29
476.33356,47.52,0
476.34115,47.52,19
476.34873,47.52,25
480.30918,47.52,513
480.31680,47.52,481
480.32441,47.52,343
488.25622,47.52,399
488.26390,47.52,687
488.37143,47.52,11
489.27052,47.52,34
489.31665,47.52,6
489.32434,47.52,15
504.26006,47.52,5
504.26786,47.52,2
504.27567,47.52,19
504.28347,47.52,2
526.26305,47.52,9
652.41140,47.52,273
652.42028,47.52,38
696.40843,47.52,110
931.58222,47.52,123
931.61404,47.52,171
931.62465,47.52,125
931.63526,47.52,103
931.64587,47.52,70
931.65648,47.52,35
103.12166,47.56,147
103.13931,47.56,32
175.10652,47.56,78
175.13411,47.56,204
175.15711,47.56,52
175.16631,47.56,18
175.17091,47.56,43
175.19391,47.56,13
229.14802,47.56,77
235.10530,47.56,11
235.12129,47.56,73
466.26789,47.56,372
466.27540,47.56,2189
466.28290,47.56,3739
466.29041,47.56,4997
466.29791,47.56,4884
466.30542,47.56,3745
466.31293,47.56,2716
466.32043,47.56,1932
466.32794,47.56,1440
466.33544,47.56,1000
466.34295,47.56,741
466.35045,47.56,409
466.35796,47.56,305
466.36547,47.56,268
466.37297,47.56,68
466.38048,47.56,181
466.38798,47.56,222
466.39549,47.56,53
466.40300,47.56,108
467.28916,47.56,311
467.29667,47.56,326
467.30418,47.56,258
467.31170,47.56,245
467.31921,47.56,190
467.32673,47.56,125
476.26529,47.56,242
476.29563,47.56,150
476.30322,47.56,216
476.31080,47.56,91
476.31839,47.56,66
476.32598,47.56,76
476.33356,47.56,0
476.34115,47.56,50
476.34873,47.56,46
480.30918,47.56,786
480.31680,47.56,722
480.32441,47.56,539
488.25622,47.56,199
488.26390,47.56,354
488.34070,47.56,14
489.27052,47.56,34
489.31665,47.56,4
489.32434,47.56,9
504.26006,47.56,5
504.26786,47.56,2
504.27567,47.56,19
504.28347,47.56,10
526.26305,47.56,9
652.41140,47.56,273
652.42028,47.56,38
696.40843,47.56,59
931.58222,47.56,123
931.61404,47.56,171
931.62465,47.56,125
931.63526,47.56,103
931.64587,47.56,70
931.65648,47.56,35
175.17091,47.60,19
175.18931,47.60,3
235.10530,47.60,11
235.12129,47.60,40
430.38344,47.60,110
430.39065,47.60,102
430.39786,47.60,81
430.40507,47.60,69
430.41228,47.60,49
466.27540,47.60,1901
466.28290,47.60,3664
466.29041,47.60,5095
466.29791,47.60,4798
466.30542,47.60,3620
466.31293,47.60,2589
466.32043,47.60,1844
466.32794,47.60,1320
466.33544,47.60,881
466.34295,47.60,679
466.35045,47.60,259
466.35796,47.60,148
466.36547,47.60,162
466.37297,47.60,60
466.38048,47.60,161
466.38798,47.60,150
466.39549,47.60,35
466.40300,47.60,68
476.26529,47.60,544
476.29563,47.60,314
476.30322,47.60,482
476.31080,47.60,191
476.31839,47.60,138
476.32598,47.60,128
476.34115,47.60,50
476.34873,47.60,59
476.35632,47.60,17
480.29394,47.60,132
480.30156,47.60,282
480.30918,47.60,807
480.31680,47.60,715
480.32441,47.60,572
488.34070,47.60,14
504.26006,47.60,5
504.26786,47.60,2
504.27567,47.60,19
504.28347,47.60,10
652.41140,47.60,124
652.42028,47.60,38
931.57161,47.60,244
931.58222,47.60,221
931.59282,47.60,242
931.60343,47.60,235
931.61404,47.60,147
931.62465,47.60,161
931.63526,47.60,125
931.64587,47.60,94
931.65648,47.60,52
175.18931,47.64,3
235.10530,47.64,3
235.12129,47.64,12
430.38344,47.64,110
430.39065,47.64,102
430.39786,47.64,81
430.40507,47.64,69
430.41228,47.64,49
466.27540,47.64,1885
466.28290,47.64,3597
466.29041,47.64,5115
466.29791,47.64,4613
466.30542,47.64,3438
466.31293,47.64,2431
466.32043,47.64,1725
466.32794,47.64,1223
466.33544,47.64,737
466.34295,47.64,564
466.35045,47.64,187
466.35796,47.64,64
466.36547,47.64,71
466.37297,47.64,88
466.38048,47.64,99
466.38798,47.64,83
466.39549,47.64,35
466.40300,47.64,31
476.26529,47.64,436
476.29563,47.64,442
476.30322,47.64,509
476.31080,47.64,266
476.31839,47.64,193
476.32598,47.64,138
476.34115,47.64,31
476.34873,47.64,44
476.35632,47.64,17
480.29394,47.64,132
480.30156,47.64,282
480.30918,47.64,557
480.31680,47.64,482
480.32441,47.64,400
488.34070,47.64,14
504.28347,47.64,8
931.57161,47.64,244
931.58222,47.64,221
931.59282,47.64,242
931.60343,47.64,235
931.61404,47.64,147
931.62465,47.64,161
931.63526,47.64,125
931.64587,47.64,94
931.65648,47.64,52
175.18931,47.68,3
210.04399,47.68,91
210.09940,47.68,7
402.37976,47.68,32
402.38674,47.68,26
430.38344,47.68,110
430.39065,47.68,102
430.39786,47.68,81
430.40507,47.68,69
430.41228,47.68,49
466.27540,47.68,1619
466.28290,47.68,3502
466.29041,47.68,4905
466.29791,47.68,3861
466.30542,47.68,2867
466.31293,47.68,2012
466.32043,47.68,1404
466.32794,47.68,1006
466.33544,47.68,586
466.34295,47.68,427
466.35045,47.68,125
466.35796,47.68,21
466.36547,47.68,19
466.37297,47.68,111
466.38048,47.68,46
466.38798,47.68,35
466.39549,47.68,35
476.26529,47.68,303
476.29563,47.68,292
